Entity,http://www.alexontology.com#PublicizedOn,http://www.alexontology.com#canBeImproved,http://www.alexontology.com#canBeSymptomOf,http://www.alexontology.com#hasAbilityToPerceive,http://www.alexontology.com#hasCorrelationInteroception,http://www.alexontology.com#hasDifficultiesInPerceiving,http://www.alexontology.com#hasMeasuredEmotion,http://www.alexontology.com#hasMeasuredInteroception,http://www.alexontology.com#hasMeasuredState,http://www.alexontology.com#hasMethod,http://www.alexontology.com#hasMethodScale,http://www.alexontology.com#hasSymptom,http://www.alexontology.com#has_correlation_disorder,http://www.alexontology.com#has_correlation_scale,http://www.alexontology.com#has_result_questionnaire,http://www.alexontology.com#has_result_test,http://www.alexontology.com#isBasedOnPaper,http://www.alexontology.com#isBroaderThan,http://www.alexontology.com#isConnectedTo,http://www.alexontology.com#isDiagnosedWith,http://www.alexontology.com#isInvolvedInEmotion,http://www.alexontology.com#isInvolvedInInteroception,http://www.alexontology.com#isInvolvedInState,http://www.alexontology.com#isLinkedTo,http://www.alexontology.com#isPartOf,http://www.alexontology.com#isParticipantIn,http://www.alexontology.com#isRecruitedVia,http://www.alexontology.com#isReferredToAs,http://www.alexontology.com#isRelatedTo,http://www.alexontology.com#isResultOf,http://www.alexontology.com#isSentToBody,http://www.alexontology.com#isSentToRegion,http://www.alexontology.com#isSentViaBody,http://www.alexontology.com#isSentViaRegion,http://www.alexontology.com#isSynonymousWith,http://www.alexontology.com#notAffectedBy,http://www.alexontology.com#respresentsSeverityOf,http://www.w3.org/2002/07/owl#topObjectProperty,http://www.alexontology.com#hasChronbachsAlphaValue,http://www.alexontology.com#hasEigenvalue,http://www.alexontology.com#hasFemaleParticipant,http://www.alexontology.com#hasItem,http://www.alexontology.com#hasItemScale,http://www.alexontology.com#hasMaleParticipant,http://www.alexontology.com#hasParticipantNumber,http://www.alexontology.com#hasRange,http://www.alexontology.com#hasRangeOfAge,
http://www.alexontology.com#SocialMedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#StatisticalTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#PublicizedOn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#canBeImproved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#canBeSymptomOf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#hasAbilityToPerceive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#hasCorrelationInteroception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#hasDifficultiesInPerceiving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#hasMeasuredEmotion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#hasMeasuredInteroception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#hasMeasuredState,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#hasMethod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#hasMethodScale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#hasSymptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#has_correlation_disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#has_correlation_scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#has_result_questionnaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#has_result_test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#isBasedOnPaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#isBroaderThan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#isConnectedTo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#isDiagnosedWith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#isInvolvedInEmotion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#isInvolvedInInteroception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#isInvolvedInState,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#isLinkedTo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#isPartOf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#isParticipantIn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#isRecruitedVia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#isReferredToAs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#isRelatedTo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#isResultOf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#isSentToBody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#isSentToRegion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#isSentViaBody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#isSentViaRegion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#isSynonymousWith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#notAffectedBy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#respresentsSeverityOf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.w3.org/2002/07/owl#topObjectProperty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#hasChronbachsAlphaValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#hasEigenvalue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#hasFemaleParticipant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#hasItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#hasItemScale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#hasMaleParticipant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#hasParticipantNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#hasRange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#hasRangeOfAge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#ANOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#AffectiveState,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#AlcoholConsumption,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Alexithymia,,,,,,"'AffectiveState'",,,,,,"'NoPerceptionOfEmotions'","'Psychopathy'","'StateEmotionSimilarityScore'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#AnteriorCingulateCortex_ACC,,,,,,,,,,,,,,,,,,,,,"'AffectiveState'","'Interoception'","'NonAffectiveState'",,,,,"'InteroceptiveCortex'",,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#AnteriorInsula_AI,,,,,,,,,,,,,,,,,,,,,"'AffectiveState'","'Interoception'","'NonAffectiveState'",,,,,"'InteroceptiveCortex'",,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Anxiety,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Arousal,,,,,,,,,,,,,,,,,,,"'Interoception'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#AtypicalAffectiveTouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#AutismSpectrumDisorder_ASD,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#BodyConsciousnessQuestionnaire_BCQ,"'Facebook'	'Twitter'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'172'","'20'",,"'36'","'208'",,"'18-69'",
http://www.alexontology.com#BodyPerceptionQuestionnaire_BPQ,"'Twitter'	'Facebook'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'172'","'20'",,"'36'","'208'",,"'18-69'",
http://www.alexontology.com#CaffeineConsumption,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#CareForOthers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#ColonicDistension,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#CranialNerves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#CurrentKnowledge,,,,,,,,,,,,,,,,,"'HowAreAlexithymiaAndPhysicalIllnessLinked?'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#CurrentfFindings,,,,,,,,,,,,,,,,,,"'CurrentKnowledge'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Depression,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Diabetes,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Disgust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#DislikeOfPhisicalContact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#EatingDisorder_EDs,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#EnhancementOfHeartbeatRelatedBrainPotentialsThroughCardiacAwarenessTraining,,,,,,,,,,,,,,,,,,,,,,,,"'Training'",,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#ExploratoryFactorAnalysis,,,,,,,,,,,,,,,,"'OneFactorSolution'	'TwoFactorSolution'	'TestRetestReliability'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Fatigue,,,,,,,,,,,,,,,,,,,"'Interoception'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Fear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#FeelingCold,,,,,,,,,,,,,,,,,,,"'Interoception'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#FeelingHot,,,,,,,,,,,,,,,,,,,"'Interoception'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Fisher_r_to_z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#FrontotemporalDementia,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Happiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#HeartRate,,,,,,,,,,,,,,,,,,,"'Interoception'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Hunger,,,,,,,,,,,,,,,,,,,"'Interoception'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#ImmunodeficiencyVirus_HIV,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Individual,,,,,,,,,,,,,,,,,,,,"'AutismSpectrumDisorder_ASD'	'Depression'	'Alexithymia'	'Anxiety'	'OtherDisorders'	'EatingDisorder_EDs'",,,,,,"'MultidimensionalAssessmentOfInteroceptiveAwareness_MAIA'	'BodyConsciousnessQuestionnaire_BCQ'	'BodyPerceptionQuestionnaire_BPQ'	'InteroceptiveConfusionQuestionnaire'","'Twitter'	'Facebook'",,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#IndividualsWithAlexithymia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#InteroceptiveAbility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#InteroceptiveAwareness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#InteroceptiveConfusion,,,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#InteroceptiveConfusionQuestionnaire,"'Twitter'	'Facebook'",,,,,,,,,"'PotthoffAnalyses'	'ExploratoryFactorAnalysis'	'Fisher_r_to_z'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'172'","'20'",,"'36'","'208'",,"'18-69'",
http://www.alexontology.com#InteroceptiveConfusionScale,,,,,,,,"'InteroceptiveSensibility'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'1-5'",,
http://www.alexontology.com#InteroceptiveConfusionScore,,,,,,,,,,,,,,,,,,,,,,,,,"'InteroceptiveConfusionScale'",,,,,,,,,,,,,,,,,,,,,"'20-100'",,
http://www.alexontology.com#InteroceptiveCortex,,,,,,,,,,,,,,,,,,,,,"'AffectiveState'",,"'NonAffectiveState'",,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#InteroceptiveDeficit,,,,,,,,,,,,,,,,,,,,,,,,"'CurrentfFindings'",,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#InteroceptiveImpairment,,,,,,,,,,,,,,,,,,,,,,,,"'CurrentfFindings'",,,,,,,,,,,"'Alexithymia'",,,,,,,,,,,,,
http://www.alexontology.com#InteroceptiveSensibility,,,,"'NonAffectiveState'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#InteroceptiveSensitivity,,"'Training'",,"'HeartRate'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Itch,,,,,,,,,,,,,,,,,,,"'Interoception'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#LaminaI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#LevensonSelf-ReportPsychopathyScale_SRPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#MultidimensionalAssessmentOfInteroceptiveAwareness_MAIA,"'Twitter'	'Facebook'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'172'","'20'",,"'36'","'208'",,"'18-69'",
http://www.alexontology.com#MultipleSclerosis,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#MuscleAche,,,,,,,,,,,,,,,,,,,"'Interoception'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#MyocardialInfarction,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Nausea,,,,,,,,,,,,,,,,,,,"'Interoception'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#NoPerceptionOfEmotions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#NonAffectiveState,,,,,,,,,,,,,,,,,,,"'Interoception'",,,,,,,,,,,,"'SolitaryTract'","'AnteriorCingulateCortex_ACC'","'LaminaI'	'CranialNerves'",,,,,,,,,,,,,,,
http://www.alexontology.com#OneFactorSolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'ExploratoryFactorAnalysis'",,,,,,,,,"'0.96'","'20.73'",,,,,,,,
http://www.alexontology.com#OtherDisorders,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#OtherSubstancesConsumption,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#PFactor,,,,,,,,,,,,,,,,,"'ThePFactorOneGeneralPsychopathologyFactorInTheStructureOfPsychiatricDisorders?'",,,,,,,"'CurrentfFindings'",,,,,,,,,,,,,"'Psychopathy'",,,,,,,,,,,
http://www.alexontology.com#Pain,,,,,,,,,,,,,,,,,,,"'Interoception'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#PhysicalAche,,,,,,,,,,,,,,,,,,,"'Interoception'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#PhysicalNumbness,,,,,,,,,,,,,,,,,,,"'Interoception'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#PostTraumaticStressDisorder,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#PotthoffAnalyses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Psychopathy,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#RespiratoryEffort,,,,,,,,,,,,,,,,,,,"'Interoception'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Satiety,,,,,,,,,,,,,,,,,,,"'Interoception'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#SensitivityToFabrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#ShortnessOfBreath,,,,,,,,,,,,,,,,,,,"'Interoception'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#SkinIrritation,,,,,,,,,,,,,,,,,,,"'Interoception'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#SolitaryTract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#StateEmotionSImilarityQuestionnaire,,,,,,,"'AffectiveState'","'InteroceptiveSensibility'","'NonAffectiveState'",,"'ExploratoryFactorAnalysis'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'72'",,,"'1-7'",,
http://www.alexontology.com#StateEmotionSimilarityScore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'72-504'",,
http://www.alexontology.com#SubstanceAbuse,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'Alexithymia'",,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Temperature,,,,,,,,,,,,,,,,,,,"'Interoception'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#TestRetestReliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Thirst,,,,,,,,,,,,,,,,,,,"'Interoception'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#TorontoAlexithymiaScale_TAS_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Training,,,,,,,,,,,,,,,,,"'EnhancementOfHeartbeatRelatedBrainPotentialsThroughCardiacAwarenessTraining'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#Twitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#TwoFactorSolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'ExploratoryFactorAnalysis'",,,,,,,,,"'0.53'",,,,,,,,,
http://www.alexontology.com#TypicalAssociationEmotionPysicalstate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'Gender'",,,,,,,,,,,,
http://www.alexontology.com#HowAreAlexithymiaAndPhysicalIllnessLinked?,,,,,,,,,,,,,,,,,,,,,,,,"'CurrentKnowledge'",,,,,,,,,,,,,,,,,,,,,,,,
http://www.alexontology.com#ThePFactorOneGeneralPsychopathologyFactorInTheStructureOfPsychiatricDisorders?,,,,,,,,,,,,,,,,,,,,,,,,"'CurrentKnowledge'",,,,,,,,,,,,,,,,,,,,,,,,
